,year_x,stateabbr_x,statedesc_x,locationname,datasource_x,category_x,measure_x,data_value_unit_x,data_value_type_x,data_value_x,low_confidence_limit_x,high_confidence_limit_x,totalpopulation_x,geolocation_x,short_question_text_x,data_value_y,low_confidence_limit_y,high_confidence_limit_y,short_question_text_y,y
88,2020,AL,Alabama,Cherokee,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.2,1048,"{'type': 'Point', 'coordinates': [-87.96702474, 34.75774245]}",Cancer (except skin),6.2,5.6,6.9,Cancer (except skin),1.0
89,2020,AL,Alabama,Chickasaw,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,6106,"{'type': 'Point', 'coordinates': [-88.07936245, 30.77148421]}",Cancer (except skin),6.5,6.0,7.2,Cancer (except skin),1.0
90,2020,AL,Alabama,Childersburg,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.2,5175,"{'type': 'Point', 'coordinates': [-86.3516749, 33.27933748]}",Cancer (except skin),6.3,5.6,6.9,Cancer (except skin),1.0
91,2020,AL,Alabama,Choccolocco,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.5,2804,"{'type': 'Point', 'coordinates': [-85.71289265, 33.66829289]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
92,2020,AL,Alabama,Chunchula,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.4,5.2,5.6,210,"{'type': 'Point', 'coordinates': [-88.2071773, 30.92372458]}",Cancer (except skin),5.8,5.3,6.4,Cancer (except skin),1.0
93,2020,AL,Alabama,Citronelle,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.2,3918,"{'type': 'Point', 'coordinates': [-88.24735892, 31.09487366]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
94,2020,AL,Alabama,Clanton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,8667,"{'type': 'Point', 'coordinates': [-86.62294619, 32.84397958]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
95,2020,AL,Alabama,Clay,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.3,9796,"{'type': 'Point', 'coordinates': [-86.60672757, 33.6977748]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
96,2020,AL,Alabama,Clayhatchee,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.4,589,"{'type': 'Point', 'coordinates': [-85.7214775, 31.23881194]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
97,2020,AL,Alabama,Clayton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.4,5.2,5.6,3008,"{'type': 'Point', 'coordinates': [-85.46042503, 31.88222601]}",Cancer (except skin),5.6,5.1,6.3,Cancer (except skin),1.0
98,2020,AL,Alabama,Cleveland,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.3,1303,"{'type': 'Point', 'coordinates': [-86.56704757, 33.99640694]}",Cancer (except skin),6.4,5.7,7.1,Cancer (except skin),1.0
99,2020,AL,Alabama,Clio,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.2,5.7,1399,"{'type': 'Point', 'coordinates': [-85.6109105, 31.70855394]}",Cancer (except skin),5.8,5.2,6.4,Cancer (except skin),1.0
100,2020,AL,Alabama,Coaling,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,1657,"{'type': 'Point', 'coordinates': [-87.3491725, 33.1640624]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
101,2020,AL,Alabama,Coats Bend,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,1394,"{'type': 'Point', 'coordinates': [-85.87422302, 34.07739651]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
102,2020,AL,Alabama,Coffee Springs,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.8,6.5,228,"{'type': 'Point', 'coordinates': [-85.91030859, 31.16640094]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
103,2020,AL,Alabama,Coffeeville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.5,6.0,352,"{'type': 'Point', 'coordinates': [-88.08604986, 31.76656573]}",Cancer (except skin),6.0,5.4,6.6,Cancer (except skin),1.0
104,2020,AL,Alabama,Coker,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.3,971,"{'type': 'Point', 'coordinates': [-87.6793465, 33.24250072]}",Cancer (except skin),6.4,5.7,7.0,Cancer (except skin),1.0
105,2020,AL,Alabama,Collinsville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.5,6.0,1983,"{'type': 'Point', 'coordinates': [-85.865567, 34.26230655]}",Cancer (except skin),6.0,5.4,6.7,Cancer (except skin),1.0
106,2020,AL,Alabama,Colony,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.1,4.8,5.4,268,"{'type': 'Point', 'coordinates': [-86.8939975, 33.9372899]}",Cancer (except skin),5.3,4.8,6.0,Cancer (except skin),1.0
107,2020,AL,Alabama,Columbia,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.3,740,"{'type': 'Point', 'coordinates': [-85.11030878, 31.29676754]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
108,2020,AL,Alabama,Columbiana,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,4180,"{'type': 'Point', 'coordinates': [-86.59676475, 33.14717324]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
109,2020,AL,Alabama,Concord,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,1837,"{'type': 'Point', 'coordinates': [-87.038819, 33.46503266]}",Cancer (except skin),6.5,5.8,7.1,Cancer (except skin),1.0
110,2020,AL,Alabama,Coosada,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.5,5.9,1226,"{'type': 'Point', 'coordinates': [-86.3195555, 32.49141923]}",Cancer (except skin),6.0,5.4,6.7,Cancer (except skin),1.0
111,2020,AL,Alabama,Cordova,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.4,2095,"{'type': 'Point', 'coordinates': [-87.19257556, 33.7613345]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
112,2020,AL,Alabama,Cottondale,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.1,3198,"{'type': 'Point', 'coordinates': [-87.45111808, 33.19907467]}",Cancer (except skin),6.2,5.6,6.9,Cancer (except skin),1.0
113,2020,AL,Alabama,Cottonwood,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,1289,"{'type': 'Point', 'coordinates': [-85.30076219, 31.05526045]}",Cancer (except skin),6.3,5.6,6.9,Cancer (except skin),1.0
114,2020,AL,Alabama,County Line,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,258,"{'type': 'Point', 'coordinates': [-86.71936962, 33.82055497]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
115,2020,AL,Alabama,Courtland,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.2,609,"{'type': 'Point', 'coordinates': [-87.341977, 34.67298382]}",Cancer (except skin),6.2,5.6,6.8,Cancer (except skin),1.0
116,2020,AL,Alabama,Cowarts,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.3,1877,"{'type': 'Point', 'coordinates': [-85.30617746, 31.20407388]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
117,2020,AL,Alabama,Creola,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,1926,"{'type': 'Point', 'coordinates': [-88.00998375, 30.89026126]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
118,2020,AL,Alabama,Crossville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,1862,"{'type': 'Point', 'coordinates': [-85.99963132, 34.28526748]}",Cancer (except skin),6.4,5.7,7.2,Cancer (except skin),1.0
119,2020,AL,Alabama,Cuba,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,346,"{'type': 'Point', 'coordinates': [-88.37552546, 32.44104457]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
120,2020,AL,Alabama,Cullman,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,6.0,6.3,15395,"{'type': 'Point', 'coordinates': [-86.83958285, 34.17880919]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
121,2020,AL,Alabama,Cullomburg,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.5,6.0,171,"{'type': 'Point', 'coordinates': [-88.29177334, 31.71306198]}",Cancer (except skin),6.0,5.4,6.6,Cancer (except skin),1.0
122,2020,AL,Alabama,Cusseta,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.3,123,"{'type': 'Point', 'coordinates': [-85.3061065, 32.79106472]}",Cancer (except skin),6.2,5.6,6.9,Cancer (except skin),1.0
123,2020,AL,Alabama,Dadeville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.5,5.9,3230,"{'type': 'Point', 'coordinates': [-85.76749365, 32.83258702]}",Cancer (except skin),6.0,5.4,6.7,Cancer (except skin),1.0
124,2020,AL,Alabama,Daleville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,5.5,6.0,5295,"{'type': 'Point', 'coordinates': [-85.7075935, 31.30610812]}",Cancer (except skin),6.1,5.5,6.8,Cancer (except skin),1.0
125,2020,AL,Alabama,Daphne,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,6.0,6.3,21298,"{'type': 'Point', 'coordinates': [-87.90037525, 30.62008316]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
126,2020,AL,Alabama,Dauphin Island,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,1238,"{'type': 'Point', 'coordinates': [-88.19395005, 30.2482864]}",Cancer (except skin),6.7,6.1,7.4,Cancer (except skin),1.0
127,2020,AL,Alabama,Daviston,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,214,"{'type': 'Point', 'coordinates': [-85.63710828, 33.05569854]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
128,2020,AL,Alabama,Deatsville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.4,1232,"{'type': 'Point', 'coordinates': [-86.3907315, 32.59068322]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
129,2020,AL,Alabama,Decatur,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.9,6.1,55736,"{'type': 'Point', 'coordinates': [-86.98342441, 34.57696465]}",Cancer (except skin),6.3,5.8,6.9,Cancer (except skin),1.0
130,2020,AL,Alabama,Deer Park,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.6,188,"{'type': 'Point', 'coordinates': [-88.32258438, 31.21982921]}",Cancer (except skin),5.6,5.0,6.1,Cancer (except skin),1.0
131,2020,AL,Alabama,Delta,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,197,"{'type': 'Point', 'coordinates': [-85.67461558, 33.44702534]}",Cancer (except skin),6.4,5.7,7.1,Cancer (except skin),1.0
132,2020,AL,Alabama,Demopolis,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,5.6,5.9,7483,"{'type': 'Point', 'coordinates': [-87.82981163, 32.49801832]}",Cancer (except skin),6.0,5.4,6.6,Cancer (except skin),1.0
133,2020,AL,Alabama,Detroit,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,237,"{'type': 'Point', 'coordinates': [-88.16783049, 34.02737931]}",Cancer (except skin),6.4,5.7,7.1,Cancer (except skin),1.0
134,2020,AL,Alabama,Dodge City,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,593,"{'type': 'Point', 'coordinates': [-86.88679, 34.03773725]}",Cancer (except skin),6.6,5.9,7.2,Cancer (except skin),1.0
135,2020,AL,Alabama,Dora,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.2,2025,"{'type': 'Point', 'coordinates': [-87.08501755, 33.72910089]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
136,2020,AL,Alabama,Dothan,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.9,6.0,65999,"{'type': 'Point', 'coordinates': [-85.40713471, 31.23346568]}",Cancer (except skin),6.2,5.7,6.8,Cancer (except skin),1.0
137,2020,AL,Alabama,Double Springs,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,1011,"{'type': 'Point', 'coordinates': [-87.40386687, 34.15008385]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
138,2020,AL,Alabama,Douglas,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,6.0,6.5,744,"{'type': 'Point', 'coordinates': [-86.32243761, 34.17043599]}",Cancer (except skin),6.5,5.8,7.1,Cancer (except skin),1.0
139,2020,AL,Alabama,Dozier,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.8,5.5,6.1,329,"{'type': 'Point', 'coordinates': [-86.36937374, 31.50308419]}",Cancer (except skin),6.2,5.6,6.8,Cancer (except skin),1.0
140,2020,AL,Alabama,Dunnavant,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,981,"{'type': 'Point', 'coordinates': [-86.53803348, 33.50057773]}",Cancer (except skin),6.6,6.0,7.3,Cancer (except skin),1.0
141,2020,AL,Alabama,Dutton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,315,"{'type': 'Point', 'coordinates': [-85.90617075, 34.60151485]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
142,2020,AL,Alabama,East Brewton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,2478,"{'type': 'Point', 'coordinates': [-87.05559415, 31.0905394]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
143,2020,AL,Alabama,East Point,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.9,6.4,165,"{'type': 'Point', 'coordinates': [-86.79267254, 34.18596933]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
144,2020,AL,Alabama,Eclectic,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,1001,"{'type': 'Point', 'coordinates': [-86.03497987, 32.63499024]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
145,2020,AL,Alabama,Edgewater,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.5,5.2,5.7,883,"{'type': 'Point', 'coordinates': [-86.95744004, 33.52861978]}",Cancer (except skin),5.7,5.1,6.2,Cancer (except skin),1.0
146,2020,AL,Alabama,Edwardsville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,202,"{'type': 'Point', 'coordinates': [-85.45065081, 33.86154065]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
147,2020,AL,Alabama,Egypt,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,932,"{'type': 'Point', 'coordinates': [-86.16505407, 34.07593997]}",Cancer (except skin),6.5,5.8,7.1,Cancer (except skin),1.0
148,2020,AL,Alabama,Elba,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.1,3940,"{'type': 'Point', 'coordinates': [-86.0759286, 31.41724906]}",Cancer (except skin),6.1,5.5,6.8,Cancer (except skin),1.0
149,2020,AL,Alabama,Elberta,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.8,6.5,1498,"{'type': 'Point', 'coordinates': [-87.59892775, 30.34492871]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
150,2020,AL,Alabama,Eldridge,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,130,"{'type': 'Point', 'coordinates': [-87.62010798, 33.92201782]}",Cancer (except skin),6.5,5.9,7.3,Cancer (except skin),1.0
151,2020,AL,Alabama,Elkmont,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,434,"{'type': 'Point', 'coordinates': [-86.97649458, 34.92889889]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
152,2020,AL,Alabama,Elmore,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.1,1520,"{'type': 'Point', 'coordinates': [-86.34270235, 32.55505978]}",Cancer (except skin),6.2,5.7,6.9,Cancer (except skin),1.0
153,2020,AL,Alabama,Emelle,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.2,4.9,5.5,53,"{'type': 'Point', 'coordinates': [-88.3164862, 32.72867774]}",Cancer (except skin),5.4,4.8,6.0,Cancer (except skin),1.0
154,2020,AL,Alabama,Emerald Mountain,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,2561,"{'type': 'Point', 'coordinates': [-86.08571892, 32.4396191]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
155,2020,AL,Alabama,Enterprise,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.8,6.1,26632,"{'type': 'Point', 'coordinates': [-85.84589504, 31.32759568]}",Cancer (except skin),6.2,5.7,6.8,Cancer (except skin),1.0
156,2020,AL,Alabama,Epes,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.6,341,"{'type': 'Point', 'coordinates': [-88.14059052, 32.69057934]}",Cancer (except skin),5.5,4.9,6.1,Cancer (except skin),1.0
157,2020,AL,Alabama,Ethelsville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.2,81,"{'type': 'Point', 'coordinates': [-88.21609328, 33.41406646]}",Cancer (except skin),6.2,5.6,6.9,Cancer (except skin),1.0
158,2020,AL,Alabama,Eufaula,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.7,5.6,5.9,13137,"{'type': 'Point', 'coordinates': [-85.15050136, 31.9102402]}",Cancer (except skin),6.1,5.5,6.7,Cancer (except skin),1.0
159,2020,AL,Alabama,Eunola,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,243,"{'type': 'Point', 'coordinates': [-85.84084657, 31.03254657]}",Cancer (except skin),6.4,5.8,7.1,Cancer (except skin),1.0
160,2020,AL,Alabama,Eutaw,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.4,5.2,5.6,2934,"{'type': 'Point', 'coordinates': [-87.89863943, 32.84359135]}",Cancer (except skin),5.6,5.0,6.2,Cancer (except skin),1.0
161,2020,AL,Alabama,Eva,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.6,519,"{'type': 'Point', 'coordinates': [-86.76193257, 34.32749984]}",Cancer (except skin),6.6,5.9,7.3,Cancer (except skin),1.0
162,2020,AL,Alabama,Evergreen,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,5.4,5.7,3981,"{'type': 'Point', 'coordinates': [-86.9538785, 31.43849043]}",Cancer (except skin),5.9,5.3,6.5,Cancer (except skin),1.0
163,2020,AL,Alabama,Excel,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.4,723,"{'type': 'Point', 'coordinates': [-87.34330355, 31.42636027]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
164,2020,AL,Alabama,Fairfield,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.3,5.1,5.5,11117,"{'type': 'Point', 'coordinates': [-86.91933809, 33.4747067]}",Cancer (except skin),5.4,4.9,6.0,Cancer (except skin),1.0
165,2020,AL,Alabama,Fairford,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.3,186,"{'type': 'Point', 'coordinates': [-88.07278472, 31.17800238]}",Cancer (except skin),6.3,5.6,6.9,Cancer (except skin),1.0
166,2020,AL,Alabama,Fairhope,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.3,6.1,6.4,16550,"{'type': 'Point', 'coordinates': [-87.88267058, 30.52722841]}",Cancer (except skin),6.5,5.9,7.1,Cancer (except skin),1.0
167,2020,AL,Alabama,Fairview,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.8,6.4,446,"{'type': 'Point', 'coordinates': [-86.68426276, 34.24769377]}",Cancer (except skin),6.5,5.8,7.2,Cancer (except skin),1.0
168,2020,AL,Alabama,Falkville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,5.9,6.5,1279,"{'type': 'Point', 'coordinates': [-86.90805823, 34.37926389]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
169,2020,AL,Alabama,Faunsdale,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.6,6.2,98,"{'type': 'Point', 'coordinates': [-87.59378863, 32.45761446]}",Cancer (except skin),6.1,5.5,6.8,Cancer (except skin),1.0
170,2020,AL,Alabama,Fayette,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.7,6.2,4619,"{'type': 'Point', 'coordinates': [-87.83073716, 33.69430534]}",Cancer (except skin),6.3,5.7,6.9,Cancer (except skin),1.0
171,2020,AL,Alabama,Fayetteville,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.2,6.0,6.5,1284,"{'type': 'Point', 'coordinates': [-86.44114266, 33.16426451]}",Cancer (except skin),6.5,5.9,7.2,Cancer (except skin),1.0
172,2020,AL,Alabama,Fitzpatrick,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.0,5.6,6.3,83,"{'type': 'Point', 'coordinates': [-85.880048, 32.21421476]}",Cancer (except skin),6.3,5.6,7.0,Cancer (except skin),1.0
173,2020,AL,Alabama,Five Points,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.6,5.4,5.9,141,"{'type': 'Point', 'coordinates': [-85.35159195, 33.01731152]}",Cancer (except skin),5.9,5.3,6.5,Cancer (except skin),1.0
174,2020,AL,Alabama,Flomaton,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,1440,"{'type': 'Point', 'coordinates': [-87.25419172, 31.01266438]}",Cancer (except skin),6.2,5.6,6.9,Cancer (except skin),1.0
175,2020,AL,Alabama,Florala,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,5.9,5.7,6.2,1980,"{'type': 'Point', 'coordinates': [-86.31374433, 31.01761939]}",Cancer (except skin),6.3,5.7,7.0,Cancer (except skin),1.0
176,2020,AL,Alabama,Florence,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.1,6.0,6.2,39410,"{'type': 'Point', 'coordinates': [-87.66509911, 34.83063176]}",Cancer (except skin),6.4,5.8,7.0,Cancer (except skin),1.0
